SNO,Product_Variant,VOLUME,Price,BRAND,COUNTRY,Coutry of origin,Main_Category,Sub_Category,Sub_Sub_Category,SIZE,TYPES,Description
613,TI CONNIE SAMBUCA LIQUEUR_375ML,375,875,TI CONNIE,,Indian,Spirits ,liqueur,Flavoured,750ML 375ML 750ML 375ML,,"Maya Pistola
Agavepura is craft 100% Agave Spirit made from the Wild Agave Americana that
grows in India’s Deccan Plateau. India’s first aged 100% Agave Spirit, it’s
additive-free, double distilled in pot stills which lends the characteristic
smoothness and a rich flavor profile. Our spirit is matured in different Oak casks
comprising of Virgin American Oak, Ex-Bourbon Casks and Ex-Wine Barrels,
depending on the variant type. Authenticity is central to our Ethos, Each
bottle is unique. Each bottle has its own character. Each bottle is its own
truth., <span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'>A limited release spirit that was created to fulfil an underserved
need in the market — an all-day, easy-drinking, refreshing 100% Agave spirit.
An additive-free, 100% agave spirit which is fresh and floral with a soft
minerality, the Rosa Select will be released only in the state of Maharashtra
in 2022. Aged in a single ex-KRSMA Cabernet Sauvignon cask by Tonnellerie Quintessence,
our Rosa Select is rounded yet crisp, without losing the character of the wild
agave. At 37.5 percent ABV, it is easier to sip on at any time of the day than
most spirits. With a lower calorie count and low glycemic index, this
gluten-free &amp;amp; additive-free spirit offers a healthier choice.<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'>Sight – Pale Tawny,
showcasing ageing in Ex-Red wine barrels.<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'>Nose – Dark berries,
floral notes with a subtle sweet smoke in the background.<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'>Palate – Fresh &amp;amp;
Fruity, with notes of mix fruit jam &amp;amp; sweet spices the background. Dry
without any<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'>mellowing, with tannins
showcased in a smooth manner.<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, <span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'>Finish – Medium long
finish, with fruity notes in the back<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, Savor – Best savored
chilled, on ice with soda or tonic."
614,TI CONNIE TRIPLE SEC LIQUEUR_750ML,750,1750,TI CONNIE,INDIA,Indian,Spirits ,liqueur,Flavoured,375ML 750ML,,"<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Ti'connie
is <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>an exotic infusion of the finest fresh coffee
beans roasted to perfection and then blended to a satin smooth decadence with
chocolate and caramel notes, complemented with a touch of rum., <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Ti Connie Coffee Liquor.
It's a perfect blend of satin smooth of chocolate and aromatic fresh and
roasted coffee beans, along with a caramel note and just a
slight touch of rum."
615,TI CONNIE TRIPLE SEC LIQUEUR_375ML,375,875,TI CONNIE,INDIA,Indian,Spirits ,liqueur,Flavoured,375ML 750ML,,"<span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Ti'connie
is <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>an exotic infusion of the finest fresh coffee
beans roasted to perfection and then blended to a satin smooth decadence with
chocolate and caramel notes, complemented with a touch of rum., <span style='font-size: 10pt; font-family: Arial, ""sans-serif""; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial;'>Ti Connie Coffee Liquor.
It's a perfect blend of satin smooth of chocolate and aromatic fresh and
roasted coffee beans, along with a caramel note and just a
slight touch of rum."
616,TINTO HERITAGE CASHEW FENI_500ML,500,1239,TINTO,INDIA,Indian,Spirits ,liqueur,Plain,500ML 60ML,,"Peach liqueur is clear
liqueur infused with fresh peaches. The flavour and aromatic intensity of this
fresh summer fruitenhanced with citrus overtones makes for a perfect accent to
popular cocktails and the Italian Bellini. The bright and fruity tasting notes
also makes it pleasant dinner drink., Peach liqueur is clear
liqueur infused with fresh peaches. The flavour and aromatic intensity of this
fresh summer fruitenhanced with citrus overtones makes for a perfect accent to
popular cocktails and the Italian Bellini."
617,TINTO HERITAGE CASHEW FENI_60ML,60,350,TINTO,INDIA,Indian,Spirits ,liqueur,Plain,500ML 60ML,,"Peach liqueur is clear
liqueur infused with fresh peaches. The flavour and aromatic intensity of this
fresh summer fruitenhanced with citrus overtones makes for a perfect accent to
popular cocktails and the Italian Bellini. The bright and fruity tasting notes
also makes it pleasant dinner drink., Peach liqueur is clear
liqueur infused with fresh peaches. The flavour and aromatic intensity of this
fresh summer fruitenhanced with citrus overtones makes for a perfect accent to
popular cocktails and the Italian Bellini."
618,BAILEYS SALTED CARAMEL_750ML,750,3500,BAILEYS,IRELAND,Imported,Spirits ,liqueur,Others,750ML,LIQUOR,"The Greek word Sambuca was
first used as the name for another elderberry liquor that was created in
Civitavecchia about 130 years ago. The most iconic serving of Sambuca is a shot
with three coffee beans called Con La Mosca, which means with the fly. The three
coffee beans are said to reoresent health, happiness and properity., Swirl Sambuca is flavoured
with 100% natural oils obtained from Anise. Swirl Sambuca particularly goes
well with coffee like any other Anise Liqueurs."
619,AMARULA RASPBERRY AND CHOCOLATE LIQUEUR_700ML,700,5500,AMARULA,SOUTH AFRICA,Imported,Spirits ,liqueur,Others,700ML,LIQUOR,"The Greek word Sambuca was
first used as the name for another elderberry liquor that was created in
Civitavecchia about 130 years ago. The most iconic serving of Sambuca is a shot
with three coffee beans called Con La Mosca, which means with the fly. The three
coffee beans are said to reoresent health, happiness and properity., Swirl Sambuca is flavoured
with 100% natural oils obtained from Anise. Swirl Sambuca particularly goes
well with coffee like any other Anise Liqueurs."
620,HANDCRAFTED CACHACA CAPUCANA_700ML,700,10600,Capucana,BRAZIL,Imported,Spirits ,liqueur,Others,700ML,,"Swirl
Triple sec, an orange flavored liqueur is made from the dried peels of bitter
and sweet oranges., Swirl
Triple sec, an orange flavoured liqueur is made from the dried peels of bitter
and sweet oranges. Triple sec may be consumed neat as digestif or om the rocks,
but more likely to be used as an ingredient in a variety of cocktails such as
the Margarita, White Lady, Long Island Iced Tea and Cosmopolitan."
621,LIMONCELLO DEL LAGO_700ML,700,2450,LIMONCELLO,ITALY,Imported,Spirits ,liqueur,Others,700ML,LIQUOR,"Swirl
Triple sec, an orange flavored liqueur is made from the dried peels of bitter
and sweet oranges., Swirl
Triple sec, an orange flavoured liqueur is made from the dried peels of bitter
and sweet oranges. Triple sec may be consumed neat as digestif or om the rocks,
but more likely to be used as an ingredient in a variety of cocktails such as
the Margarita, White Lady, Long Island Iced Tea and Cosmopolitan."
622,LUSTAU DELUXE CREAM CAPATAZ ANDRES SHERRY_750ML,750,4900,LUSTAU DELUXE,SPAIN,Imported,Spirits ,liqueur,Others,750ML,LIQUOR,"Heritage Cashew Feni is
distilled from the finest quality of botanicals that consist of herbs, fruits
and spices along with some other ingredients., Tinto – Heritage
Cashew Feni is distilled from the finest quality of botanicals that
consist of herbs, fruits and spices along with some other ingredients. Packing
the rich culture of Goa in every sip, Tinto feni boasts a fruity
flavour profile and an intense but delicate aroma!"
623,SAMBUCA DEL LAGO_700ML,700,2300,SAMBUCA,ITALY,Imported,Spirits ,liqueur,Others,700ML,LIQUOR,"Heritage Cashew Feni is
distilled from the finest quality of botanicals that consist of herbs, fruits
and spices along with some other ingredients., Tinto – Heritage
Cashew Feni is distilled from the finest quality of botanicals that
consist of herbs, fruits and spices along with some other ingredients. Packing
the rich culture of Goa in every sip, Tinto feni boasts a fruity
flavour profile and an intense but delicate aroma!"
624,X RATED FUSION LIQUEUR_750ML,750,3000,X RATED,FRANCE,Imported,Spirits ,liqueur,Others,750ML,LIQUOR,"Take a swirl on the
sweet side with a scrumptious salted caramel liqueur. We’ve blended the smooth
taste of caramel with velvety Baileys Original Irish Cream, a pinch of salt and
other flavours and ingredients to produce this delicious liqueur. A drop or two
makes Baileys desserts and cakes sing, or if you’re not in the mood for
dessert, simply pour over ice, sit down and enjoy., Take a swirl on the
sweet side with a scrumptious salted caramel liqueur. We’ve blended the smooth
taste of caramel with velvety Baileys Original Irish Cream, a pinch of salt and
other flavours and ingredients to produce this delicious liqueur. A drop or two
makes Baileys desserts and cakes sing, or if you’re not in the mood for
dessert, simply pour over ice, sit down and enjoy."
625,AMARULA MARULA FRUIT CREAM_750ML,750,4590,AMARULA,SOUTH AFRICA,Imported,Spirits ,liqueur,Shooters,750ML,,"A
smooth, velvety cream liqueur with hints of raspberry and a hint of
citrus-infused baobab extract. Carefully crafted to preserve the rich and
distinctive flavor of Amarula cream liqueur., A
smooth, velvety cream liqueur with hints of raspberry and a hint of
citrus-infused baobab extract. Carefully crafted to preserve the rich and
distinctive flavor of Amarula cream liqueur."
626,BAILEYS THE ORIGINAL IRISH CREAM_750ML,750,3000,BAILEYS,IRELAND,Imported,Spirits ,liqueur,Shooters,50ML 750ML,,"CapuCana
translates as 'sugar-cane house'. Distilled in the Piracicaba region of Brazil
and aged for three years, this is a citrusy style of cachaca that is excellent
as a base for cocktails., Bright golden
straw color. Lively, earthy, creamy aromas of creamy nougat, creme brulee,
cedar incense, and aloe with a satiny, crisp, dry-yet-fruity light-to-medium
body and a warming, captivating, medium-long grass, sugar cane, peppercorns,
and plantain custard finish. A delicate, nuanced aged cachaca."
627,CABO BAY COCONUT LIQUEUR_1 Ltr,1 L,2630,CABO,,Imported,Spirits ,liqueur,Shooters,1 Ltr,,"Limoncello <em style="""">del
Lago</em> is a lemon-based liqueur of Mediterranean origin that is
commonly enjoyed as a digestive. With an intense fruity taste, <em style="""">limoncello</em> can
also be served as an aperitif or in cocktails. This lemon liqueur is ideal
for spicing up a fruit salad, desserts, or quite simply on ice cream or citrus
sorbets. It should be served chilled or even iced."
628,COINTREAU ORANGE LIQUEUR_700ML,700,3950,,FRANCE,Imported,Spirits ,liqueur,Shooters,700ML,,"Each component of this blend –Oloroso
and Pedro Ximénez wines- is aged individually in its own solera in Jerez de la
Frontera. Mahogany colour with coppery reflections., Mahogany colour with coppery
reflections. Concentrated aromas of smoky wood, dates, dry figs and raisins.
Fresh, silky with a balanced acidity."
629,JAGERMEISTER DELUXE_375ML,375,1995,Jagermeister,GERMANY,Imported,Spirits ,liqueur,Shooters,375ML 750ML 200ML 50ML 1 Ltr,,"<strong><span style='font-size: 10pt; font-family: Arial, ""sans-serif""; font-weight: normal;'>Sambuca</strong><span style='font-size: 10pt; font-family: Arial, ""sans-serif"";'> is a
sweetened anise-flavored liqueur, originating from Italy. It is
comparable to various other anise-based spirits including raki from
Turkey, pastis from France and arak from the Middle East.<span style='font-size: 10pt; font-family: Helvetica, ""sans-serif"";'><o:p></o:p>, Sambuca is produced by
combining a neutral base alcohol from either grain or molasses with essential
oils extracted via steam distillation from star anise. It may include various
other botanicals with elderflower, liquorice and fennel the most common. Black
sambuca is predominantly infused with anise and liquorice whilst white sambuca
is produced from star anise. It also contains a considerable amount of
sugar, up to 350 grams per litre., This clear Italian
liqueur is flavored with the essential oils from star anise or green anise,
giving it the unmistakable character of licorice, . It's often served neat, and when it has that
coffee bean in the glass."
630,JAGERMEISTER DELUXE_750ML,750,3745,Jagermeister,GERMANY,Imported,Spirits ,liqueur,Shooters,375ML 750ML 200ML 50ML 1 Ltr,,"A
rich and aromatic liqueur from Vivir, Cafe VS is made with 100% blue weber
agave Tequila and Mexican coffee beans from the area surrounding the
distillery. The palate is rich and earthy, with delicate herbal notes and a
touch of sweetness that works well on the rocks or as part of a cocktail, such
as an Espresso Martini., Silky
coffee with a rich, roasty profile, gentle wafts of red fruits, and fresh,
nutty agave, a faint whiff of the smoky sweetness of Frazzles works very
nicely, with sweet white chocolate buttons in tow."
631,JAGERMEISTER DELUXE_50ML,50,350,Jagermeister,GERMANY,Imported,Spirits ,liqueur,Shooters,375ML 750ML 200ML 50ML 1 Ltr,,"Sweet
and sexy, x-rated fusion is a fantastic way to add the taste of tropical fruits
to your favorite cocktails. The pink liqueur is made with premium french
vodka and the captivating flavors of blood orange, mango, and passion fruit. It
pairs perfectly with fruity vodkas, tequilas, and sparkling wines, A
blend of french vodka with sicilian blood oranges, mango and passion fruit.
Critic tasting note: ""dainty carnation pink, and smells like a
grapefruit-flavored energy drink. The flavor is juicy and tart on the entry,
but finishes rather sweet, reminiscent of grapefruit-spiked lemonade."
